Village_ID,Village_Name,District,State,Latitude,Longitude,Population,Male_Population,Female_Population,Elderly_Population,Child_Population,Hospital_Name,Facility_Type,Doctors_Count,Nurses_Count,Beds_Available,Emergency_Service,Distance_to_Hospital_km,Average_Travel_Time_min,Road_Connectivity,Ambulance_Availability,Accessibility_Score,Healthcare_Risk_Level,Doctor_Shortage_Flag,Underserved_Area_Flag,Monthly_Patient_Count
V03491,Village_1771,Aurangabad,Maharashtra,24.036286,75.857154,21144,10563,10581,1819,5830,Aurangabad_Medical_Center,PHC,19,21,22,No,35.32,141.97,Average,No,49,Medium,No,No,371
V03492,Village_6473,Nagpur,Maharashtra,22.255586,76.136688,8090,3908,4182,816,2542,Nagpur_Medical_Center,District Hospital,18,19,73,Yes,54.97,173.21,Poor,Yes,23,High,No,Yes,4045
V03493,Village_1212,Kanpur,Uttar Pradesh,22.460132,86.761667,17289,8951,8338,1846,3688,Kanpur_Care_Center,CHC,24,7,144,Yes,54.53,242.86,Average,Yes,15,High,No,Yes,2446
V03494,Village_7802,Jodhpur,Rajasthan,19.36797,86.19038,1797,919,878,99,348,Jodhpur_Medical_Center,District Hospital,31,51,119,Yes,44.42,212.31,Good,No,39,High,No,Yes,2689
V03495,Village_9933,Jabalpur,Madhya Pradesh,25.412886,80.882999,10063,5043,5020,786,2837,Jabalpur_Health_Center,PHC,7,29,267,No,37.26,135.47,Good,Yes,49,Medium,No,No,1136
V03496,Village_4802,Varanasi,Uttar Pradesh,25.418625,86.537172,23702,12311,11391,2628,7973,Varanasi_Health_Center,District Hospital,28,19,114,Yes,17.14,78.68,Poor,Yes,96,Low,No,No,1174
V03497,Village_5949,Prayagraj,Uttar Pradesh,18.113072,84.238845,3994,1919,2075,271,905,Prayagraj_Care_Center,PHC,1,48,200,No,49.53,215.57,Average,No,10,High,Yes,Yes,984
V03498,Village_3035,Kanpur,Uttar Pradesh,24.345416,78.964313,17424,8543,8881,1239,3505,Kanpur_Medical_Center,CHC,16,70,267,Yes,55.98,260.33,Poor,Yes,10,High,No,Yes,3474
V03499,Village_8076,Bhagalpur,Bihar,25.442019,78.786908,18443,8860,9583,2151,5909,Bhagalpur_Health_Center,District Hospital,36,62,154,No,44.83,136.13,Poor,Yes,64,Medium,No,No,3598
V03500,Village_5592,Pune,Maharashtra,21.308434,82.840649,17609,9126,8483,1863,4294,Pune_Medical_Center,District Hospital,21,60,198,No,26.12,113.74,Poor,Yes,76,Low,No,No,428
V03501,Village_8751,Varanasi,Uttar Pradesh,20.649963,84.982409,16407,8333,8074,1291,5673,Varanasi_Health_Center,District Hospital,35,25,175,Yes,43.12,190.17,Average,No,53,Medium,No,No,4675
V03502,Village_1783,Lucknow,Uttar Pradesh,21.775808,77.866964,5074,2474,2600,489,1354,Lucknow_Health_Center,PHC,34,11,125,No,29.62,119.25,Good,Yes,80,Low,No,No,2664
V03503,Village_9069,Lucknow,Uttar Pradesh,24.493161,72.783361,22348,10782,11566,1645,7247,Lucknow_Health_Center,PHC,25,65,237,Yes,34.77,89.66,Good,Yes,79,Low,No,No,415
V03504,Village_4289,Gaya,Bihar,22.523561,76.941628,3097,1600,1497,260,854,Gaya_Care_Center,District Hospital,2,13,71,Yes,54.76,247.54,Good,Yes,10,High,Yes,Yes,4769
V03505,Village_7070,Kota,Rajasthan,20.481314,80.692222,12592,6049,6543,1336,4051,Kota_Health_Center,PHC,36,17,31,No,23.67,52.37,Poor,No,100,Low,No,No,3638
V03506,Village_7248,Gwalior,Madhya Pradesh,26.227104,85.459948,10377,5274,5103,833,2990,Gwalior_Medical_Center,PHC,27,43,37,No,24.54,55.37,Average,No,90,Low,No,No,4052
V03507,Village_3691,Nagpur,Maharashtra,20.439798,77.534194,22807,11006,11801,1624,5513,Nagpur_Care_Center,District Hospital,29,58,275,No,30.07,65.5,Good,Yes,96,Low,No,No,3432
V03508,Village_6578,Jodhpur,Rajasthan,18.420148,78.284998,21996,10975,11021,1469,4733,Jodhpur_Medical_Center,PHC,12,26,170,No,50.05,242.12,Good,Yes,10,High,No,Yes,146
V03509,Village_7764,Prayagraj,Uttar Pradesh,18.815132,85.351692,3338,1619,1719,354,958,Prayagraj_Care_Center,CHC,16,62,126,Yes,54.12,176.31,Poor,Yes,24,High,No,Yes,3722
V03510,Village_8353,Bhopal,Madhya Pradesh,26.812324,76.292685,24917,12564,12353,1714,6113,Bhopal_Health_Center,PHC,3,45,176,Yes,35.91,97.29,Good,No,51,Medium,Yes,No,653
V03511,Village_6963,Bhopal,Madhya Pradesh,25.930129,73.716828,21736,10471,11265,2289,5533,Bhopal_Medical_Center,District Hospital,10,55,93,No,9.22,27.41,Average,No,98,Low,No,No,2237
V03512,Village_9541,Patna,Bihar,23.091748,73.973335,22262,11534,10728,1172,5459,Patna_Care_Center,CHC,15,36,11,No,35.34,80.02,Average,Yes,60,Medium,No,No,1719
V03513,Village_4288,Prayagraj,Uttar Pradesh,25.052827,73.525189,11051,5447,5604,1168,2992,Prayagraj_Health_Center,District Hospital,15,26,96,No,44.7,141.2,Average,No,39,High,No,Yes,2573
V03514,Village_7812,Kota,Rajasthan,24.219164,81.401886,4643,2375,2268,516,1337,Kota_Health_Center,District Hospital,8,43,60,No,22.34,75.93,Poor,Yes,69,Medium,No,No,4778
V03515,Village_1478,Aurangabad,Maharashtra,20.389883,80.799971,15380,7392,7988,1558,4187,Aurangabad_Care_Center,PHC,23,58,36,Yes,24.18,59.63,Poor,Yes,85,Low,No,No,3687
V03516,Village_8798,Nagpur,Maharashtra,26.264246,84.075501,3185,1655,1530,268,902,Nagpur_Health_Center,PHC,2,4,98,No,50.68,204.66,Poor,No,10,High,Yes,Yes,3552
V03517,Village_1114,Bhagalpur,Bihar,26.978321,77.549128,22845,11249,11596,2032,6686,Bhagalpur_Care_Center,CHC,22,52,40,No,9.36,30.97,Good,No,100,Low,No,No,1252
V03518,Village_7913,Patna,Bihar,23.274498,80.343424,5939,2969,2970,558,1245,Patna_Care_Center,CHC,12,21,274,No,55.35,220.77,Average,No,15,High,No,Yes,1102
V03519,Village_9643,Prayagraj,Uttar Pradesh,26.391887,79.202842,3914,1973,1941,442,1063,Prayagraj_Medical_Center,CHC,18,50,123,Yes,54.58,221.45,Good,Yes,14,High,No,Yes,1222
V03520,Village_8317,Jaipur,Rajasthan,26.607958,82.131693,4835,2372,2463,277,960,Jaipur_Care_Center,District Hospital,3,46,272,Yes,30.63,128.28,Average,Yes,53,Medium,Yes,No,1479
V03521,Village_2487,Indore,Madhya Pradesh,22.89697,77.480862,8761,4552,4209,622,1957,Indore_Care_Center,CHC,33,10,266,Yes,10.45,31.48,Good,Yes,100,Low,No,No,1197
V03522,Village_2992,Varanasi,Uttar Pradesh,18.703442,85.791108,3646,1795,1851,229,795,Varanasi_Care_Center,CHC,20,63,236,Yes,38.16,176.05,Good,No,49,Medium,No,No,1524
V03523,Village_1583,Aurangabad,Maharashtra,24.266066,86.731955,11793,6050,5743,1070,3871,Aurangabad_Health_Center,PHC,11,67,146,No,21.46,84.4,Good,Yes,75,Low,No,No,2314
V03524,Village_1054,Lucknow,Uttar Pradesh,25.498291,73.621931,15859,7797,8062,1789,3563,Lucknow_Medical_Center,CHC,27,37,96,Yes,27.07,54.51,Good,Yes,91,Low,No,No,4699
V03525,Village_7852,Bhopal,Madhya Pradesh,24.985783,80.650905,22373,11486,10887,2286,6096,Bhopal_Care_Center,District Hospital,10,36,33,Yes,5.7,17.85,Poor,Yes,100,Low,No,No,382
V03526,Village_3814,Indore,Madhya Pradesh,21.772833,86.360515,18492,8953,9539,1667,6104,Indore_Medical_Center,District Hospital,3,60,256,No,9.87,34.65,Poor,Yes,97,Low,Yes,No,557
V03527,Village_6925,Bhagalpur,Bihar,20.106273,81.77085,13637,6673,6964,1612,4604,Bhagalpur_Care_Center,PHC,28,65,47,No,25.31,85.14,Average,No,83,Low,No,No,4738
V03528,Village_4441,Muzaffarpur,Bihar,22.563415,81.224571,23752,11489,12263,2230,6908,Muzaffarpur_Care_Center,PHC,35,54,269,Yes,7.55,21.42,Poor,Yes,100,Low,No,No,4741
V03529,Village_1408,Lucknow,Uttar Pradesh,22.819396,79.413907,11168,5662,5506,773,2285,Lucknow_Medical_Center,CHC,27,61,210,Yes,38.12,122.86,Average,Yes,68,Medium,No,No,505
V03530,Village_3570,Nashik,Maharashtra,26.866772,77.301706,3462,1790,1672,366,759,Nashik_Medical_Center,District Hospital,28,53,169,No,22.18,104.21,Average,Yes,88,Low,No,No,1452
V03531,Village_4127,Jaipur,Rajasthan,19.337711,79.760841,10194,4921,5273,673,2559,Jaipur_Health_Center,PHC,30,51,259,No,58.63,277.2,Poor,Yes,15,High,No,Yes,2922
V03532,Village_7525,Jaipur,Rajasthan,23.622184,81.436268,7769,3836,3933,765,1558,Jaipur_Care_Center,District Hospital,24,11,28,Yes,2.79,10.59,Poor,Yes,100,Low,No,No,1588
V03533,Village_2539,Bhagalpur,Bihar,18.520806,82.968776,8643,4385,4258,490,1834,Bhagalpur_Health_Center,District Hospital,2,60,243,Yes,52.2,117.79,Poor,Yes,32,High,Yes,Yes,2897
V03534,Village_9378,Jodhpur,Rajasthan,21.458378,85.234323,17089,8618,8471,1583,5745,Jodhpur_Care_Center,District Hospital,20,43,132,No,20.22,57.16,Average,Yes,92,Low,No,No,487
V03535,Village_8269,Pune,Maharashtra,22.455204,86.013203,9137,4528,4609,754,2996,Pune_Health_Center,CHC,3,68,40,No,20.54,83.9,Poor,Yes,63,Medium,Yes,No,1954
V03536,Village_9625,Prayagraj,Uttar Pradesh,26.402834,87.863127,7564,3754,3810,532,2438,Prayagraj_Health_Center,CHC,17,47,191,Yes,27.44,128.34,Good,Yes,67,Medium,No,No,3605
V03537,Village_6076,Udaipur,Rajasthan,19.82469,81.74368,7485,3734,3751,607,1437,Udaipur_Medical_Center,District Hospital,5,24,195,No,21.63,83.48,Poor,No,72,Medium,No,No,4159
V03538,Village_5515,Kota,Rajasthan,25.219903,77.771167,16293,7984,8309,889,5481,Kota_Health_Center,District Hospital,27,55,274,No,51.85,147.65,Poor,Yes,51,Medium,No,No,2811
V03539,Village_3441,Varanasi,Uttar Pradesh,23.537502,73.682886,10490,5047,5443,1151,2224,Varanasi_Medical_Center,District Hospital,38,11,74,Yes,10.56,51.82,Poor,No,100,Low,No,No,2663
V03540,Village_1781,Nashik,Maharashtra,25.431347,76.163565,6367,3269,3098,617,1764,Nashik_Care_Center,CHC,9,9,36,No,52.74,153.36,Good,No,19,High,No,Yes,899
V03541,Village_9346,Jodhpur,Rajasthan,24.774799,81.244032,8139,3952,4187,729,2597,Jodhpur_Care_Center,PHC,38,56,236,Yes,2.82,12.43,Average,Yes,100,Low,No,No,1928
V03542,Village_8421,Bhagalpur,Bihar,18.659622,81.374791,16680,8282,8398,1543,4341,Bhagalpur_Medical_Center,CHC,29,28,6,Yes,42,142.19,Good,No,51,Medium,No,No,1216
V03543,Village_1910,Bhopal,Madhya Pradesh,19.716958,87.688319,14750,7516,7234,1409,5036,Bhopal_Health_Center,CHC,12,70,260,No,57.03,165.57,Poor,No,26,High,No,Yes,4301
V03544,Village_2591,Indore,Madhya Pradesh,19.078864,74.623792,4360,2107,2253,283,998,Indore_Medical_Center,PHC,21,50,245,Yes,17.17,55.34,Average,No,100,Low,No,No,4494
V03545,Village_7327,Nagpur,Maharashtra,24.145796,82.742661,4048,1975,2073,344,879,Nagpur_Care_Center,District Hospital,10,6,154,No,58.87,118.42,Poor,No,29,High,No,Yes,2536
V03546,Village_3183,Aurangabad,Maharashtra,22.866425,76.065142,10929,5601,5328,950,3578,Aurangabad_Care_Center,District Hospital,7,67,249,Yes,37.82,144.27,Good,No,45,Medium,No,No,766
V03547,Village_9031,Gaya,Bihar,19.68608,76.860401,16300,8278,8022,897,4970,Gaya_Care_Center,CHC,21,3,243,Yes,38.42,187.26,Average,Yes,47,Medium,No,No,3358
V03548,Village_3797,Varanasi,Uttar Pradesh,18.237092,75.66408,7855,3892,3963,746,2724,Varanasi_Medical_Center,District Hospital,38,60,293,Yes,37.76,173.74,Good,Yes,71,Medium,No,No,3544
V03549,Village_7634,Bhopal,Madhya Pradesh,18.577018,84.720136,16493,8508,7985,1492,4622,Bhopal_Health_Center,District Hospital,29,69,39,No,23.46,75.15,Average,Yes,88,Low,No,No,1523
V03550,Village_9077,Jabalpur,Madhya Pradesh,23.460616,78.449635,2844,1371,1473,185,590,Jabalpur_Care_Center,PHC,29,11,76,Yes,6.03,18.47,Poor,No,100,Low,No,No,1359
V03551,Village_2790,Indore,Madhya Pradesh,22.501957,76.475918,15551,7759,7792,1682,5346,Indore_Medical_Center,PHC,36,35,78,No,26.45,94.13,Poor,Yes,89,Low,No,No,2754
V03552,Village_2850,Muzaffarpur,Bihar,18.911158,83.218241,5695,2737,2958,326,1738,Muzaffarpur_Medical_Center,CHC,16,62,11,No,7.28,20.37,Poor,No,100,Low,No,No,3106
V03553,Village_9071,Jodhpur,Rajasthan,25.987025,82.646727,19678,10073,9605,2323,4028,Jodhpur_Health_Center,District Hospital,33,31,115,No,43.37,160.04,Poor,Yes,55,Medium,No,No,1852
V03554,Village_5357,Gwalior,Madhya Pradesh,22.384512,78.040858,6702,3248,3454,366,2242,Gwalior_Care_Center,District Hospital,26,10,8,No,35.67,78.43,Good,Yes,71,Medium,No,No,2978
V03555,Village_9042,Varanasi,Uttar Pradesh,18.782797,86.790686,15520,7893,7627,1458,3395,Varanasi_Care_Center,CHC,20,22,228,Yes,39.97,172.43,Average,Yes,48,Medium,No,No,1755
V03556,Village_8959,Gaya,Bihar,18.253348,77.045847,23621,11917,11704,1623,5386,Gaya_Health_Center,PHC,26,20,253,No,24.65,68.48,Poor,No,96,Low,No,No,2155
V03557,Village_2304,Pune,Maharashtra,18.057613,81.472602,24709,11883,12826,1930,8276,Pune_Care_Center,District Hospital,10,65,78,No,37.3,111.92,Good,No,48,Medium,No,No,723
V03558,Village_7590,Patna,Bihar,19.544655,75.628058,19670,9498,10172,2200,5636,Patna_Medical_Center,District Hospital,24,2,109,No,38.85,175.35,Poor,Yes,46,Medium,No,No,2740
V03559,Village_5815,Nagpur,Maharashtra,26.108705,80.266786,8366,4067,4299,526,2102,Nagpur_Care_Center,CHC,36,37,204,No,56.7,270.2,Average,Yes,21,High,No,Yes,3802
V03560,Village_6841,Muzaffarpur,Bihar,22.051635,76.887922,18713,9344,9369,1849,5904,Muzaffarpur_Care_Center,PHC,31,10,27,No,45.23,141.61,Good,Yes,51,Medium,No,No,3153
V03561,Village_9112,Udaipur,Rajasthan,22.084468,79.869951,21502,10594,10908,1272,6522,Udaipur_Medical_Center,District Hospital,32,36,55,Yes,19.65,89.6,Poor,No,92,Low,No,No,3497
V03562,Village_7163,Muzaffarpur,Bihar,21.605042,76.653494,22015,10785,11230,2296,4646,Muzaffarpur_Health_Center,District Hospital,8,52,164,Yes,10.8,30.53,Good,No,97,Low,No,No,2748
V03563,Village_7983,Nashik,Maharashtra,20.721003,85.699315,3148,1517,1631,196,640,Nashik_Health_Center,District Hospital,22,56,257,Yes,52.71,203.25,Average,No,31,High,No,Yes,896
V03564,Village_5948,Bhopal,Madhya Pradesh,25.629345,75.557211,18633,9448,9185,987,5287,Bhopal_Health_Center,CHC,36,50,57,Yes,18.63,71.52,Poor,Yes,100,Low,No,No,3224
V03565,Village_6937,Udaipur,Rajasthan,22.849311,81.035981,17192,8441,8751,968,5745,Udaipur_Medical_Center,District Hospital,31,56,253,Yes,1.7,4.68,Average,No,100,Low,No,No,621
V03566,Village_5160,Lucknow,Uttar Pradesh,19.656347,72.505257,2704,1356,1348,231,674,Lucknow_Medical_Center,District Hospital,34,31,167,No,43.95,131.09,Average,Yes,65,Medium,No,No,1885
V03567,Village_3993,Nashik,Maharashtra,21.628361,74.84523,24603,11872,12731,1807,7171,Nashik_Health_Center,PHC,22,29,73,No,43.45,124.46,Good,No,51,Medium,No,No,471
V03568,Village_7422,Jabalpur,Madhya Pradesh,23.727132,72.460992,15014,7676,7338,1714,2813,Jabalpur_Medical_Center,PHC,10,67,285,Yes,20.54,59.8,Good,Yes,88,Low,No,No,3038
V03569,Village_7157,Pune,Maharashtra,20.804355,77.725523,4447,2287,2160,326,1460,Pune_Health_Center,District Hospital,10,61,233,Yes,40.57,92.23,Average,Yes,58,Medium,No,No,4371
V03570,Village_7656,Udaipur,Rajasthan,24.603369,78.151835,11010,5606,5404,941,2938,Udaipur_Medical_Center,PHC,17,43,84,No,23.46,70.53,Good,No,80,Low,No,No,868
V03571,Village_3380,Prayagraj,Uttar Pradesh,23.474989,77.881269,19827,9602,10225,1168,4272,Prayagraj_Health_Center,CHC,36,70,212,Yes,56.79,184.34,Poor,Yes,43,High,No,No,4561
V03572,Village_6394,Bhagalpur,Bihar,23.595505,72.520468,7536,3875,3661,559,2388,Bhagalpur_Health_Center,PHC,4,46,215,Yes,9.23,37.83,Average,Yes,96,Low,Yes,No,4533
V03573,Village_7981,Nashik,Maharashtra,26.124268,72.115474,2921,1485,1436,267,729,Nashik_Medical_Center,District Hospital,16,43,227,Yes,6.4,20.14,Average,Yes,100,Low,No,No,4160
V03574,Village_3032,Gaya,Bihar,21.259,86.282654,6420,3337,3083,599,2169,Gaya_Medical_Center,CHC,3,8,259,No,28.54,115.67,Average,Yes,58,Medium,Yes,No,3259
V03575,Village_5652,Varanasi,Uttar Pradesh,19.080894,83.622971,17776,8828,8948,2000,5760,Varanasi_Medical_Center,District Hospital,5,38,177,No,27.94,122.54,Poor,Yes,55,Medium,No,No,337
V03576,Village_2001,Kota,Rajasthan,25.312305,75.820716,13239,6553,6686,1452,4231,Kota_Health_Center,CHC,9,45,54,No,4.23,9.69,Good,Yes,100,Low,No,No,106
V03577,Village_7722,Kanpur,Uttar Pradesh,18.06909,82.492197,17361,8975,8386,1377,4967,Kanpur_Health_Center,District Hospital,36,59,7,Yes,26.07,75.11,Good,Yes,91,Low,No,No,4714
V03578,Village_9117,Udaipur,Rajasthan,25.263525,73.227303,7106,3460,3646,738,1915,Udaipur_Health_Center,PHC,22,59,23,No,56.38,156.44,Average,Yes,27,High,No,Yes,509
V03579,Village_6615,Pune,Maharashtra,21.866595,78.435824,17633,9144,8489,931,5819,Pune_Care_Center,District Hospital,15,41,148,Yes,15.42,53.4,Average,No,93,Low,No,No,4675
V03580,Village_4015,Gaya,Bihar,20.421172,73.621718,18122,8987,9135,1166,6142,Gaya_Medical_Center,District Hospital,15,34,45,No,58.3,257.82,Good,No,10,High,No,Yes,3371
V03581,Village_8069,Patna,Bihar,25.694343,80.928379,11227,5483,5744,740,3853,Patna_Health_Center,CHC,4,53,296,No,26.12,60.07,Poor,Yes,77,Low,Yes,No,3836
V03582,Village_7658,Kanpur,Uttar Pradesh,21.861303,79.850887,9576,4947,4629,644,1825,Kanpur_Medical_Center,PHC,10,37,42,Yes,6.39,21.86,Average,No,100,Low,No,No,1022
V03583,Village_3568,Jabalpur,Madhya Pradesh,19.711665,81.870394,3662,1773,1889,216,1136,Jabalpur_Medical_Center,District Hospital,11,57,126,No,25.77,96.21,Average,Yes,67,Medium,No,No,3138
V03584,Village_4811,Patna,Bihar,18.086054,84.736874,4570,2197,2373,305,1482,Patna_Medical_Center,CHC,35,68,224,Yes,12.48,47.24,Good,Yes,100,Low,No,No,3014
V03585,Village_5943,Gwalior,Madhya Pradesh,18.256959,75.173464,11746,5755,5991,1367,3091,Gwalior_Medical_Center,CHC,17,21,74,No,22.66,59.49,Average,Yes,83,Low,No,No,1364
V03586,Village_5913,Nashik,Maharashtra,21.898346,74.929686,10176,4938,5238,645,3428,Nashik_Health_Center,CHC,18,9,130,No,9.14,37.87,Good,No,100,Low,No,No,3081
V03587,Village_3235,Gaya,Bihar,23.473864,82.713484,17863,8627,9236,1673,6175,Gaya_Care_Center,CHC,20,37,45,Yes,40.58,116.9,Poor,No,52,Medium,No,No,4088
V03588,Village_3148,Jodhpur,Rajasthan,24.642152,80.916964,22392,11199,11193,1567,4763,Jodhpur_Care_Center,PHC,37,17,227,Yes,26.6,57.77,Average,Yes,100,Low,No,No,1944
V03589,Village_1686,Gwalior,Madhya Pradesh,24.184525,75.997907,3671,1831,1840,203,890,Gwalior_Care_Center,District Hospital,17,61,149,No,16.28,34.6,Good,No,99,Low,No,No,838
V03590,Village_3676,Varanasi,Uttar Pradesh,25.912218,75.548094,24852,12750,12102,1763,8564,Varanasi_Care_Center,PHC,29,23,157,Yes,38.42,166.56,Poor,No,56,Medium,No,No,4835
V03591,Village_8886,Kanpur,Uttar Pradesh,19.418954,78.579646,15407,7798,7609,1803,4304,Kanpur_Care_Center,District Hospital,13,21,168,Yes,12.75,43.59,Poor,No,97,Low,No,No,3721
V03592,Village_5716,Aurangabad,Maharashtra,21.148212,80.002704,19469,9544,9925,2008,3907,Aurangabad_Health_Center,CHC,26,19,204,No,3.36,10.18,Poor,No,100,Low,No,No,4782
V03593,Village_9673,Jaipur,Rajasthan,24.338143,84.14214,20052,10233,9819,1090,6783,Jaipur_Health_Center,CHC,17,37,300,Yes,21.62,99.4,Poor,No,85,Low,No,No,959
V03594,Village_4655,Nashik,Maharashtra,19.254533,87.130054,3291,1685,1606,353,673,Nashik_Care_Center,PHC,7,56,56,No,53.67,253.25,Poor,No,10,High,No,Yes,4807
V03595,Village_2636,Indore,Madhya Pradesh,26.932696,86.446177,22450,10803,11647,2369,6568,Indore_Medical_Center,District Hospital,16,29,53,Yes,9.47,28.2,Good,Yes,100,Low,No,No,2421
V03596,Village_2237,Udaipur,Rajasthan,25.634798,81.954197,1813,896,917,157,337,Udaipur_Care_Center,District Hospital,4,9,282,No,56.01,180.76,Average,Yes,16,High,Yes,Yes,3196
V03597,Village_4958,Varanasi,Uttar Pradesh,21.264468,80.368159,9393,4860,4533,1111,2305,Varanasi_Health_Center,District Hospital,23,36,295,Yes,41.11,135.37,Average,Yes,62,Medium,No,No,4392
V03598,Village_8659,Patna,Bihar,19.677691,86.753721,8458,4110,4348,697,1648,Patna_Care_Center,District Hospital,40,9,251,No,54.08,135.03,Poor,Yes,64,Medium,No,No,425
V03599,Village_7846,Udaipur,Rajasthan,22.280296,86.988992,6295,3135,3160,708,1275,Udaipur_Care_Center,CHC,1,10,74,Yes,46.6,94.95,Poor,No,34,High,Yes,Yes,4350
V03600,Village_3135,Jodhpur,Rajasthan,20.458,87.973035,6275,3132,3143,612,1676,Jodhpur_Medical_Center,District Hospital,15,10,258,Yes,31.33,94.09,Average,No,73,Medium,No,No,2007
V03601,Village_8854,Udaipur,Rajasthan,21.678787,86.094318,24235,12024,12211,1984,4412,Udaipur_Care_Center,CHC,13,58,294,Yes,49.2,236.72,Good,Yes,19,High,No,Yes,4810
V03602,Village_7621,Kota,Rajasthan,26.322462,75.522612,13597,6975,6622,763,2893,Kota_Health_Center,CHC,34,20,94,Yes,12.62,48.57,Poor,No,100,Low,No,No,499
V03603,Village_7161,Indore,Madhya Pradesh,23.130704,81.05923,6112,3086,3026,594,1512,Indore_Health_Center,PHC,18,70,247,No,47.88,158.99,Poor,No,42,High,No,No,1094
V03604,Village_7210,Jodhpur,Rajasthan,22.282316,77.685534,18388,9383,9005,926,5123,Jodhpur_Medical_Center,District Hospital,4,26,90,Yes,2.16,8.2,Average,No,100,Low,Yes,No,3007
V03605,Village_4770,Kanpur,Uttar Pradesh,26.302708,87.481789,21184,10986,10198,1988,6564,Kanpur_Health_Center,CHC,9,43,19,No,54.16,231.67,Good,Yes,10,High,No,Yes,3996
V03606,Village_3858,Bhopal,Madhya Pradesh,24.358012,81.983789,16913,8769,8144,1406,5786,Bhopal_Care_Center,PHC,8,45,261,Yes,46.61,181.23,Good,Yes,29,High,No,Yes,4285
V03607,Village_8625,Bhagalpur,Bihar,24.590633,77.066071,10392,5081,5311,977,1910,Bhagalpur_Medical_Center,District Hospital,40,69,271,No,14.85,47.17,Poor,Yes,100,Low,No,No,3650
V03608,Village_8614,Nagpur,Maharashtra,19.470256,78.502179,3633,1821,1812,311,661,Nagpur_Medical_Center,CHC,40,46,41,No,50.93,137.37,Poor,Yes,56,Medium,No,No,1742
V03609,Village_5143,Aurangabad,Maharashtra,19.546149,79.310312,14314,7328,6986,1265,3523,Aurangabad_Care_Center,District Hospital,25,39,204,Yes,50.43,110.06,Poor,No,57,Medium,No,No,2205
V03610,Village_8719,Jaipur,Rajasthan,18.309412,81.998486,15411,7597,7814,1706,5275,Jaipur_Medical_Center,District Hospital,33,18,117,No,53.61,117.69,Poor,Yes,55,Medium,No,No,2432
V03611,Village_7818,Nagpur,Maharashtra,26.288533,82.879306,5689,2784,2905,643,1538,Nagpur_Medical_Center,PHC,8,53,260,Yes,11.6,24.83,Good,No,100,Low,No,No,4124
V03612,Village_2951,Nagpur,Maharashtra,23.526378,74.704709,21535,11183,10352,2544,4592,Nagpur_Health_Center,CHC,21,48,80,No,56.35,118.54,Good,Yes,39,High,No,Yes,265
V03613,Village_1558,Bhagalpur,Bihar,25.565065,78.551341,19637,9580,10057,1919,6293,Bhagalpur_Care_Center,CHC,16,2,110,Yes,4.19,14.73,Good,No,100,Low,No,No,2231
V03614,Village_7598,Kanpur,Uttar Pradesh,25.433908,72.824071,4809,2336,2473,548,1393,Kanpur_Health_Center,District Hospital,35,17,89,Yes,12.14,52.75,Good,No,100,Low,No,No,1615
V03615,Village_4941,Bhagalpur,Bihar,19.444816,85.489974,23644,11424,12220,1326,7893,Bhagalpur_Care_Center,District Hospital,7,46,112,Yes,59.6,296.81,Good,No,10,High,No,Yes,690
V03616,Village_9943,Gwalior,Madhya Pradesh,24.023793,73.364493,4821,2346,2475,474,1288,Gwalior_Care_Center,PHC,9,30,146,Yes,56.31,155.96,Poor,Yes,20,High,No,Yes,4011
V03617,Village_7361,Bhopal,Madhya Pradesh,24.201526,86.113993,7322,3748,3574,739,2504,Bhopal_Health_Center,CHC,24,57,178,Yes,26.84,55.41,Average,Yes,92,Low,No,No,3447
V03618,Village_1901,Kanpur,Uttar Pradesh,20.894519,87.199809,23728,11521,12207,1657,4603,Kanpur_Care_Center,CHC,8,17,139,No,52.66,260.31,Poor,No,10,High,No,Yes,1625
V03619,Village_5173,Nashik,Maharashtra,24.709626,82.69577,3607,1831,1776,378,804,Nashik_Care_Center,CHC,7,41,213,Yes,20.62,89.67,Good,Yes,74,Medium,No,No,4345
V03620,Village_4653,Varanasi,Uttar Pradesh,18.540082,75.074402,7054,3598,3456,767,2123,Varanasi_Health_Center,CHC,2,49,109,No,52.15,258.55,Average,Yes,10,High,Yes,Yes,2695
V03621,Village_3573,Jaipur,Rajasthan,24.835561,78.467994,5456,2700,2756,624,1840,Jaipur_Care_Center,CHC,36,33,5,Yes,52.63,185.01,Good,Yes,37,High,No,Yes,4652
V03622,Village_6057,Jaipur,Rajasthan,24.208046,72.776428,3753,1816,1937,450,1241,Jaipur_Care_Center,District Hospital,9,51,67,No,3.95,15.85,Poor,Yes,100,Low,No,No,1220
V03623,Village_8727,Udaipur,Rajasthan,24.259497,76.862914,10264,5312,4952,1131,2884,Udaipur_Health_Center,District Hospital,2,26,150,Yes,34.71,89.66,Average,Yes,52,Medium,Yes,No,2028
V03624,Village_8236,Muzaffarpur,Bihar,20.121181,74.416992,11723,5897,5826,1030,2986,Muzaffarpur_Health_Center,PHC,32,58,59,No,19.87,64.18,Poor,No,99,Low,No,No,2244
V03625,Village_4812,Gwalior,Madhya Pradesh,19.819845,75.140567,5000,2561,2439,578,985,Gwalior_Medical_Center,District Hospital,40,55,5,No,35.6,92.22,Poor,Yes,81,Low,No,No,1326
V03626,Village_1319,Indore,Madhya Pradesh,24.67731,83.109672,10766,5388,5378,727,2141,Indore_Health_Center,PHC,5,59,111,Yes,32.84,70.68,Poor,No,60,Medium,No,No,1597
